strain	strain_name	date	host	country	virus	subtype	type	sequence_locus
MT350242	SARS_CoV_2/human/USA/VA_DCLS_0052/2020	2020-03-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT350243	SARS_CoV_2/human/USA/VA_DCLS_0053/2020	2020-03-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT350244	SARS_CoV_2/human/USA/VA_DCLS_0054/2020	2020-03-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT350245	SARS_CoV_2/human/USA/VA_DCLS_0055/2020	2020-03-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT350246	SARS_CoV_2/human/USA/VA_DCLS_0056/2020	2020-04-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT350247	SARS_CoV_2/human/USA/VA_DCLS_0057/2020	2020-03-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT350248	SARS_CoV_2/human/USA/VA_DCLS_0058/2020	2020-03-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT350249	SARS_CoV_2/human/USA/VA_DCLS_0059/2020	2020-03-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT350250	SARS_CoV_2/human/USA/VA_DCLS_0060/2020	2020-03-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT350251	SARS_CoV_2/human/USA/VA_DCLS_0061/2020	2020-03-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT350252	SARS_CoV_2/human/USA/VA_DCLS_0063/2020	2020-03-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT350253	SARS_CoV_2/human/USA/VA_DCLS_0064/2020	2020-04-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT350254	SARS_CoV_2/human/USA/VA_DCLS_0065/2020	2020-04-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT350255	SARS_CoV_2/human/USA/VA_DCLS_0066/2020	2020-04-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT350256	SARS_CoV_2/human/USA/VA_DCLS_0067/2020	2020-04-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT350257	SARS_CoV_2/human/USA/VA_DCLS_0068/2020	2020-04-XX	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT325628	SARS_CoV_2/human/USA/VA_6171/2020	2020-03-06	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT325611	SARS_CoV_2/human/USA/VA_6352/2020	2020-03-08	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT325612	SARS_CoV_2/human/USA/VA_6377/2020	2020-03-08	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT325613	SARS_CoV_2/human/USA/VA_6382/2020	2020-03-08	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT325614	SARS_CoV_2/human/USA/VA_6389/2020	2020-03-08	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT262904	SARS_CoV_2/human/USA/WA_NH10/2020	2020-03-13	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT262905	SARS_CoV_2/human/USA/WA_NH11/2020	2020-03-13	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT262906	SARS_CoV_2/human/USA/WA_NH12/2020	2020-03-13	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT262915	SARS_CoV_2/human/USA/WA_NH13/2020	2020-03-13	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT262907	SARS_CoV_2/human/USA/WA_NH14/2020	2020-03-13	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT262908	SARS_CoV_2/human/USA/WA_NH17/2020	2020-03-13	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT262909	SARS_CoV_2/human/USA/WA_NH18/2020	2020-03-13	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT262910	SARS_CoV_2/human/USA/WA_NH19/2020	2020-03-13	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT262896	SARS_CoV_2/human/USA/WA_NH2/2020	2020-03-13	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT262911	SARS_CoV_2/human/USA/WA_NH20/2020	2020-03-13	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT262912	SARS_CoV_2/human/USA/WA_NH21/2020	2020-03-13	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT262913	SARS_CoV_2/human/USA/WA_NH22/2020	2020-03-13	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT262916	SARS_CoV_2/human/USA/WA_NH23/2020	2020-03-13	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT262914	SARS_CoV_2/human/USA/WA_NH24/2020	2020-03-13	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT262897	SARS_CoV_2/human/USA/WA_NH3/2020	2020-03-13	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT262898	SARS_CoV_2/human/USA/WA_NH4/2020	2020-03-13	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT262899	SARS_CoV_2/human/USA/WA_NH5/2020	2020-03-13	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT262900	SARS_CoV_2/human/USA/WA_NH6/2020	2020-03-13	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT262901	SARS_CoV_2/human/USA/WA_NH7/2020	2020-03-13	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT262902	SARS_CoV_2/human/USA/WA_NH8/2020	2020-03-13	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT262903	SARS_CoV_2/human/USA/WA_NH9/2020	2020-03-13	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293180	SARS_CoV_2/human/USA/WA_UW_1268/2020	2020-03-17	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293165	SARS_CoV_2/human/USA/WA_UW_1269/2020	2020-03-17	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293158	SARS_CoV_2/human/USA/WA_UW_1271/2020	2020-03-16	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293169	SARS_CoV_2/human/USA/WA_UW_1279/2020	2020-03-17	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293164	SARS_CoV_2/human/USA/WA_UW_1287/2020	2020-03-17	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326187	SARS_CoV_2/human/USA/WA_UW_1294/2020	2020-03-18	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293183	SARS_CoV_2/human/USA/WA_UW_1296/2020	2020-03-18	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293184	SARS_CoV_2/human/USA/WA_UW_1297/2020	2020-03-18	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293179	SARS_CoV_2/human/USA/WA_UW_1300/2020	2020-03-17	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293162	SARS_CoV_2/human/USA/WA_UW_1302/2020	2020-03-16	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293159	SARS_CoV_2/human/USA/WA_UW_1304/2020	2020-03-16	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293171	SARS_CoV_2/human/USA/WA_UW_1306/2020	2020-03-17	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293168	SARS_CoV_2/human/USA/WA_UW_1308/2020	2020-03-17	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293172	SARS_CoV_2/human/USA/WA_UW_1309/2020	2020-03-17	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293186	SARS_CoV_2/human/USA/WA_UW_1314/2020	2020-03-17	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293160	SARS_CoV_2/human/USA/WA_UW_1315/2020	2020-03-16	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293167	SARS_CoV_2/human/USA/WA_UW_1319/2020	2020-03-17	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293166	SARS_CoV_2/human/USA/WA_UW_1320/2020	2020-03-17	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293189	SARS_CoV_2/human/USA/WA_UW_1322/2020	2020-03-18	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293170	SARS_CoV_2/human/USA/WA_UW_1327/2020	2020-03-18	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293161	SARS_CoV_2/human/USA/WA_UW_1329/2020	2020-03-16	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293190	SARS_CoV_2/human/USA/WA_UW_1334/2020	2020-03-17	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293181	SARS_CoV_2/human/USA/WA_UW_1338/2020	2020-03-18	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326186	SARS_CoV_2/human/USA/WA_UW_1341/2020	2020-03-17	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326185	SARS_CoV_2/human/USA/WA_UW_1342/2020	2020-03-17	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293191	SARS_CoV_2/human/USA/WA_UW_1346/2020	2020-03-17	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293187	SARS_CoV_2/human/USA/WA_UW_1347/2020	2020-03-17	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293194	SARS_CoV_2/human/USA/WA_UW_1349/2020	2020-03-18	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293182	SARS_CoV_2/human/USA/WA_UW_1353/2020	2020-03-18	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326183	SARS_CoV_2/human/USA/WA_UW_1362/2020	2020-03-17	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293176	SARS_CoV_2/human/USA/WA_UW_1417/2020	2020-03-17	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326191	SARS_CoV_2/human/USA/WA_UW_1422/2020	2020-03-18	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293223	SARS_CoV_2/human/USA/WA_UW_1425/2020	2020-03-18	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293203	SARS_CoV_2/human/USA/WA_UW_1426/2020	2020-03-18	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293222	SARS_CoV_2/human/USA/WA_UW_1433/2020	2020-03-18	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293217	SARS_CoV_2/human/USA/WA_UW_1435/2020	2020-03-17	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326190	SARS_CoV_2/human/USA/WA_UW_1436/2020	2020-03-18	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293219	SARS_CoV_2/human/USA/WA_UW_1440/2020	2020-03-18	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293218	SARS_CoV_2/human/USA/WA_UW_1441/2020	2020-03-18	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293204	SARS_CoV_2/human/USA/WA_UW_1446/2020	2020-03-18	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293202	SARS_CoV_2/human/USA/WA_UW_1448/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293220	SARS_CoV_2/human/USA/WA_UW_1470/2020	2020-03-18	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293221	SARS_CoV_2/human/USA/WA_UW_1471/2020	2020-03-18	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326184	SARS_CoV_2/human/USA/WA_UW_1472/2020	2020-03-17	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326189	SARS_CoV_2/human/USA/WA_UW_1478/2020	2020-03-18	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326177	SARS_CoV_2/human/USA/WA_UW_1538/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293209	SARS_CoV_2/human/USA/WA_UW_1552/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293205	SARS_CoV_2/human/USA/WA_UW_1561/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293216	SARS_CoV_2/human/USA/WA_UW_1562/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293196	SARS_CoV_2/human/USA/WA_UW_1567/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293215	SARS_CoV_2/human/USA/WA_UW_1569/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293214	SARS_CoV_2/human/USA/WA_UW_1570/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326179	SARS_CoV_2/human/USA/WA_UW_1572/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293213	SARS_CoV_2/human/USA/WA_UW_1574/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326180	SARS_CoV_2/human/USA/WA_UW_1575/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293212	SARS_CoV_2/human/USA/WA_UW_1576/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293210	SARS_CoV_2/human/USA/WA_UW_1578/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293199	SARS_CoV_2/human/USA/WA_UW_1581/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293198	SARS_CoV_2/human/USA/WA_UW_1583/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293207	SARS_CoV_2/human/USA/WA_UW_1586/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293208	SARS_CoV_2/human/USA/WA_UW_1587/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293206	SARS_CoV_2/human/USA/WA_UW_1588/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293211	SARS_CoV_2/human/USA/WA_UW_1591/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293197	SARS_CoV_2/human/USA/WA_UW_1593/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326178	SARS_CoV_2/human/USA/WA_UW_1595/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293225	SARS_CoV_2/human/USA/WA_UW_1599/2020	2020-03-18	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293200	SARS_CoV_2/human/USA/WA_UW_1603/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293224	SARS_CoV_2/human/USA/WA_UW_1608/2020	2020-03-18	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT293201	SARS_CoV_2/human/USA/WA_UW_1611/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326175	SARS_CoV_2/human/USA/WA_UW_1616/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326174	SARS_CoV_2/human/USA/WA_UW_1620/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326176	SARS_CoV_2/human/USA/WA_UW_1638/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326122	SARS_CoV_2/human/USA/WA_UW_1640/2020	2020-03-20	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326112	SARS_CoV_2/human/USA/WA_UW_1644/2020	2020-03-20	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326114	SARS_CoV_2/human/USA/WA_UW_1645/2020	2020-03-20	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326113	SARS_CoV_2/human/USA/WA_UW_1646/2020	2020-03-20	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326127	SARS_CoV_2/human/USA/WA_UW_1651/2020	2020-03-20	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326128	SARS_CoV_2/human/USA/WA_UW_1652/2020	2020-03-20	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326123	SARS_CoV_2/human/USA/WA_UW_1656/2020	2020-03-20	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326126	SARS_CoV_2/human/USA/WA_UW_1659/2020	2020-03-20	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326119	SARS_CoV_2/human/USA/WA_UW_1661/2020	2020-03-20	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326121	SARS_CoV_2/human/USA/WA_UW_1666/2020	2020-03-20	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326138	SARS_CoV_2/human/USA/WA_UW_1670/2020	2020-03-20	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326124	SARS_CoV_2/human/USA/WA_UW_1672/2020	2020-03-20	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326131	SARS_CoV_2/human/USA/WA_UW_1673/2020	2020-03-20	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326115	SARS_CoV_2/human/USA/WA_UW_1675/2020	2020-03-20	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326139	SARS_CoV_2/human/USA/WA_UW_1677/2020	2020-03-20	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326140	SARS_CoV_2/human/USA/WA_UW_1680/2020	2020-03-20	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326143	SARS_CoV_2/human/USA/WA_UW_1682/2020	2020-03-20	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326116	SARS_CoV_2/human/USA/WA_UW_1683/2020	2020-03-20	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326142	SARS_CoV_2/human/USA/WA_UW_1684/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326117	SARS_CoV_2/human/USA/WA_UW_1688/2020	2020-03-20	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326136	SARS_CoV_2/human/USA/WA_UW_1689/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326141	SARS_CoV_2/human/USA/WA_UW_1690/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326144	SARS_CoV_2/human/USA/WA_UW_1695/2020	2020-03-20	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326130	SARS_CoV_2/human/USA/WA_UW_1697/2020	2020-03-20	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326129	SARS_CoV_2/human/USA/WA_UW_1698/2020	2020-03-20	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326147	SARS_CoV_2/human/USA/WA_UW_1700/2020	2020-03-20	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326153	SARS_CoV_2/human/USA/WA_UW_1702/2020	2020-03-21	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326151	SARS_CoV_2/human/USA/WA_UW_1705/2020	2020-03-21	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326152	SARS_CoV_2/human/USA/WA_UW_1706/2020	2020-03-21	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326150	SARS_CoV_2/human/USA/WA_UW_1707/2020	2020-03-21	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326157	SARS_CoV_2/human/USA/WA_UW_1708/2020	2020-03-21	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326155	SARS_CoV_2/human/USA/WA_UW_1709/2020	2020-03-21	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326133	SARS_CoV_2/human/USA/WA_UW_1712/2020	2020-03-20	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
MT326137	SARS_CoV_2/human/USA/WA_UW_1715/2020	2020-03-19	Human	USA	Severe_acute_respiratory_syndrome_related_coronavirus	None	None	full
