strain	strain_name	date	host	country	virus	subtype	type	sequence_locus
MF374984_spike	HCoV_OC43/USA/TCNP_00204/2017_spike	2017-01-03	Human	USA	Betacoronavirus_1	oc43	beta	spike
MF374985_spike	HCoV_OC43/USA/TCNP_00212/2017_spike	2017-01-17	Human	USA	Betacoronavirus_1	oc43	beta	spike
MF374983_spike	HCoV_OC43/USA/TCNP_0070/2016_spike	2016-02-01	Human	USA	Betacoronavirus_1	oc43	beta	spike
LC506789_spike	HCoV_OC43/Yamagata.JPN/01.2011_0064_spike	2011-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC331068_spike	HCoV_OC43/Yamagata.JPN/02.15_0022_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC331069_spike	HCoV_OC43/Yamagata.JPN/02.15_0076_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC331070_spike	HCoV_OC43/Yamagata.JPN/02.15_0083_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506755_spike	HCoV_OC43/Yamagata.JPN/02.2009_0058_spike	2009-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506756_spike	HCoV_OC43/Yamagata.JPN/02.2009_0063_spike	2009-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506845_spike	HCoV_OC43/Yamagata.JPN/02.2015_0077_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC331071_spike	HCoV_OC43/Yamagata.JPN/03.15_0087_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506757_spike	HCoV_OC43/Yamagata.JPN/03.2009_0118_spike	2009-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506767_spike	HCoV_OC43/Yamagata.JPN/03.2010_0241_spike	2010-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506824_spike	HCoV_OC43/Yamagata.JPN/03.2014_0174_spike	2014-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506846_spike	HCoV_OC43/Yamagata.JPN/03.2015_0086_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506847_spike	HCoV_OC43/Yamagata.JPN/03.2015_0088_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506848_spike	HCoV_OC43/Yamagata.JPN/03.2015_0093_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506849_spike	HCoV_OC43/Yamagata.JPN/03.2015_0101_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506850_spike	HCoV_OC43/Yamagata.JPN/03.2015_0128_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506851_spike	HCoV_OC43/Yamagata.JPN/03.2015_0129_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506852_spike	HCoV_OC43/Yamagata.JPN/03.2015_0130_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506853_spike	HCoV_OC43/Yamagata.JPN/03.2015_0131_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506854_spike	HCoV_OC43/Yamagata.JPN/03.2015_0134_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506855_spike	HCoV_OC43/Yamagata.JPN/03.2015_0136_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC331072_spike	HCoV_OC43/Yamagata.JPN/04.15_0214_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506768_spike	HCoV_OC43/Yamagata.JPN/04.2010_0251_spike	2010-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506801_spike	HCoV_OC43/Yamagata.JPN/04.2012_0168_spike	2012-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506815_spike	HCoV_OC43/Yamagata.JPN/04.2013_0289_spike	2013-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506825_spike	HCoV_OC43/Yamagata.JPN/04.2014_0225_spike	2014-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506856_spike	HCoV_OC43/Yamagata.JPN/04.2015_0137_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506857_spike	HCoV_OC43/Yamagata.JPN/04.2015_0140_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506858_spike	HCoV_OC43/Yamagata.JPN/04.2015_0142_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506859_spike	HCoV_OC43/Yamagata.JPN/04.2015_0144_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506860_spike	HCoV_OC43/Yamagata.JPN/04.2015_0147_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506861_spike	HCoV_OC43/Yamagata.JPN/04.2015_0151_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506862_spike	HCoV_OC43/Yamagata.JPN/04.2015_0152_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506863_spike	HCoV_OC43/Yamagata.JPN/04.2015_0154_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506864_spike	HCoV_OC43/Yamagata.JPN/04.2015_0155_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506865_spike	HCoV_OC43/Yamagata.JPN/04.2015_0158_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506866_spike	HCoV_OC43/Yamagata.JPN/04.2015_0159_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506867_spike	HCoV_OC43/Yamagata.JPN/04.2015_0209_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506868_spike	HCoV_OC43/Yamagata.JPN/04.2015_0210_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506869_spike	HCoV_OC43/Yamagata.JPN/04.2015_0211_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506870_spike	HCoV_OC43/Yamagata.JPN/04.2015_0213_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC331073_spike	HCoV_OC43/Yamagata.JPN/05.15_0234_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC331074_spike	HCoV_OC43/Yamagata.JPN/05.15_0248_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506758_spike	HCoV_OC43/Yamagata.JPN/05.2009_0292_spike	2009-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506802_spike	HCoV_OC43/Yamagata.JPN/05.2012_0279_spike	2012-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506803_spike	HCoV_OC43/Yamagata.JPN/05.2012_0283_spike	2012-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506816_spike	HCoV_OC43/Yamagata.JPN/05.2013_0300_spike	2013-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506826_spike	HCoV_OC43/Yamagata.JPN/05.2014_0285_spike	2014-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506871_spike	HCoV_OC43/Yamagata.JPN/05.2015_0215_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506872_spike	HCoV_OC43/Yamagata.JPN/05.2015_0216_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506873_spike	HCoV_OC43/Yamagata.JPN/05.2015_0218_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506874_spike	HCoV_OC43/Yamagata.JPN/05.2015_0220_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506875_spike	HCoV_OC43/Yamagata.JPN/05.2015_0223_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506876_spike	HCoV_OC43/Yamagata.JPN/05.2015_0224_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506877_spike	HCoV_OC43/Yamagata.JPN/05.2015_0225_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506878_spike	HCoV_OC43/Yamagata.JPN/05.2015_0228_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506879_spike	HCoV_OC43/Yamagata.JPN/05.2015_0229_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506880_spike	HCoV_OC43/Yamagata.JPN/05.2015_0230_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506881_spike	HCoV_OC43/Yamagata.JPN/05.2015_0232_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506882_spike	HCoV_OC43/Yamagata.JPN/05.2015_0233_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506883_spike	HCoV_OC43/Yamagata.JPN/05.2015_0235_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506884_spike	HCoV_OC43/Yamagata.JPN/05.2015_0236_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506885_spike	HCoV_OC43/Yamagata.JPN/05.2015_0275_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506886_spike	HCoV_OC43/Yamagata.JPN/05.2015_0279_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506887_spike	HCoV_OC43/Yamagata.JPN/05.2015_0282_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506888_spike	HCoV_OC43/Yamagata.JPN/05.2015_0284_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506950_spike	HCoV_OC43/Yamagata.JPN/05.2015_0285_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506889_spike	HCoV_OC43/Yamagata.JPN/05.2015_0287_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506890_spike	HCoV_OC43/Yamagata.JPN/05.2015_0288_spike	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506917_spike	HCoV_OC43/Yamagata.JPN/05.2017_0193_spike	2017-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506918_spike	HCoV_OC43/Yamagata.JPN/05.2017_0247_spike	2017-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC331075_spike	HCoV_OC43/Yamagata.JPN/06.15_0350_spike	2015-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506804_spike	HCoV_OC43/Yamagata.JPN/06.2012_0291_spike	2012-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506805_spike	HCoV_OC43/Yamagata.JPN/06.2012_0369_spike	2012-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506806_spike	HCoV_OC43/Yamagata.JPN/06.2012_0371_spike	2012-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506817_spike	HCoV_OC43/Yamagata.JPN/06.2013_0348_spike	2013-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506818_spike	HCoV_OC43/Yamagata.JPN/06.2013_0375_spike	2013-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506819_spike	HCoV_OC43/Yamagata.JPN/06.2013_0378_spike	2013-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506827_spike	HCoV_OC43/Yamagata.JPN/06.2014_0296_spike	2014-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506828_spike	HCoV_OC43/Yamagata.JPN/06.2014_0297_spike	2014-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506829_spike	HCoV_OC43/Yamagata.JPN/06.2014_0370_spike	2014-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506830_spike	HCoV_OC43/Yamagata.JPN/06.2014_0371_spike	2014-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506831_spike	HCoV_OC43/Yamagata.JPN/06.2014_0375_spike	2014-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506832_spike	HCoV_OC43/Yamagata.JPN/06.2014_0378_spike	2014-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506891_spike	HCoV_OC43/Yamagata.JPN/06.2015_0290_spike	2015-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506892_spike	HCoV_OC43/Yamagata.JPN/06.2015_0291_spike	2015-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506893_spike	HCoV_OC43/Yamagata.JPN/06.2015_0294_spike	2015-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506894_spike	HCoV_OC43/Yamagata.JPN/06.2015_0297_spike	2015-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506895_spike	HCoV_OC43/Yamagata.JPN/06.2015_0300_spike	2015-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506896_spike	HCoV_OC43/Yamagata.JPN/06.2015_0301_spike	2015-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506897_spike	HCoV_OC43/Yamagata.JPN/06.2015_0303_spike	2015-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506898_spike	HCoV_OC43/Yamagata.JPN/06.2015_0351_spike	2015-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506900_spike	HCoV_OC43/Yamagata.JPN/06.2015_0359_spike	2015-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506919_spike	HCoV_OC43/Yamagata.JPN/06.2017_0266_spike	2017-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506920_spike	HCoV_OC43/Yamagata.JPN/06.2017_0300_spike	2017-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506759_spike	HCoV_OC43/Yamagata.JPN/07.2009_0467_spike	2009-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506760_spike	HCoV_OC43/Yamagata.JPN/07.2009_0469_spike	2009-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506761_spike	HCoV_OC43/Yamagata.JPN/07.2009_0536_spike	2009-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506820_spike	HCoV_OC43/Yamagata.JPN/07.2013_0380_spike	2013-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506833_spike	HCoV_OC43/Yamagata.JPN/07.2014_0380_spike	2014-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506838_spike	HCoV_OC43/Yamagata.JPN/07.2014_0446_spike	2014-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506899_spike	HCoV_OC43/Yamagata.JPN/07.2015_0353_spike	2015-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506901_spike	HCoV_OC43/Yamagata.JPN/07.2015_0361_spike	2015-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506902_spike	HCoV_OC43/Yamagata.JPN/07.2015_0368_spike	2015-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506903_spike	HCoV_OC43/Yamagata.JPN/07.2015_0369_spike	2015-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506904_spike	HCoV_OC43/Yamagata.JPN/07.2015_0373_spike	2015-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506905_spike	HCoV_OC43/Yamagata.JPN/07.2015_0416_spike	2015-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506906_spike	HCoV_OC43/Yamagata.JPN/07.2015_0417_spike	2015-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506907_spike	HCoV_OC43/Yamagata.JPN/07.2015_0418_spike	2015-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506908_spike	HCoV_OC43/Yamagata.JPN/07.2015_0424_spike	2015-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506909_spike	HCoV_OC43/Yamagata.JPN/07.2015_0425_spike	2015-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506921_spike	HCoV_OC43/Yamagata.JPN/07.2017_0304_spike	2017-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506922_spike	HCoV_OC43/Yamagata.JPN/07.2017_0305_spike	2017-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506923_spike	HCoV_OC43/Yamagata.JPN/07.2017_0306_spike	2017-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506924_spike	HCoV_OC43/Yamagata.JPN/07.2017_0314_spike	2017-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506925_spike	HCoV_OC43/Yamagata.JPN/07.2017_0354_spike	2017-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506926_spike	HCoV_OC43/Yamagata.JPN/07.2017_0361_spike	2017-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506927_spike	HCoV_OC43/Yamagata.JPN/07.2017_0362_spike	2017-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506762_spike	HCoV_OC43/Yamagata.JPN/08.2009_0554_spike	2009-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506821_spike	HCoV_OC43/Yamagata.JPN/08.2013_0498_spike	2013-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506834_spike	HCoV_OC43/Yamagata.JPN/08.2014_0432_spike	2014-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506835_spike	HCoV_OC43/Yamagata.JPN/08.2014_0434_spike	2014-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506836_spike	HCoV_OC43/Yamagata.JPN/08.2014_0435_spike	2014-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506837_spike	HCoV_OC43/Yamagata.JPN/08.2014_0436_spike	2014-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506839_spike	HCoV_OC43/Yamagata.JPN/08.2014_0484_spike	2014-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506840_spike	HCoV_OC43/Yamagata.JPN/08.2014_0485_spike	2014-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506910_spike	HCoV_OC43/Yamagata.JPN/08.2015_0433_spike	2015-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506911_spike	HCoV_OC43/Yamagata.JPN/08.2015_0434_spike	2015-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506912_spike	HCoV_OC43/Yamagata.JPN/08.2015_0486_spike	2015-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506928_spike	HCoV_OC43/Yamagata.JPN/08.2017_0364_spike	2017-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506929_spike	HCoV_OC43/Yamagata.JPN/08.2017_0375_spike	2017-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506930_spike	HCoV_OC43/Yamagata.JPN/08.2017_0379_spike	2017-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506763_spike	HCoV_OC43/Yamagata.JPN/09.2009_0623_spike	2009-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506790_spike	HCoV_OC43/Yamagata.JPN/09.2011_0752_spike	2011-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506807_spike	HCoV_OC43/Yamagata.JPN/09.2012_0501_spike	2012-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506913_spike	HCoV_OC43/Yamagata.JPN/09.2015_0492_spike	2015-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506931_spike	HCoV_OC43/Yamagata.JPN/09.2017_0410_spike	2017-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506932_spike	HCoV_OC43/Yamagata.JPN/09.2017_0411_spike	2017-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506933_spike	HCoV_OC43/Yamagata.JPN/09.2017_0478_spike	2017-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506934_spike	HCoV_OC43/Yamagata.JPN/09.2017_0480_spike	2017-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506935_spike	HCoV_OC43/Yamagata.JPN/09.2017_0482_spike	2017-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC331076_spike	HCoV_OC43/Yamagata.JPN/10.15_0600_spike	2015-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506764_spike	HCoV_OC43/Yamagata.JPN/10.2009_0762_spike	2009-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506822_spike	HCoV_OC43/Yamagata.JPN/10.2013_0627_spike	2013-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506951_spike	HCoV_OC43/Yamagata.JPN/10.2017_0491_spike	2017-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506936_spike	HCoV_OC43/Yamagata.JPN/10.2017_0516_spike	2017-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC331077_spike	HCoV_OC43/Yamagata.JPN/11.15_0612_spike	2015-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC331078_spike	HCoV_OC43/Yamagata.JPN/11.15_0615_spike	2015-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC331079_spike	HCoV_OC43/Yamagata.JPN/11.16_0552_spike	2016-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506765_spike	HCoV_OC43/Yamagata.JPN/11.2009_0765_spike	2009-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506766_spike	HCoV_OC43/Yamagata.JPN/11.2009_0842_spike	2009-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506823_spike	HCoV_OC43/Yamagata.JPN/11.2013_0666_spike	2013-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506914_spike	HCoV_OC43/Yamagata.JPN/11.2015_0604_spike	2015-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506937_spike	HCoV_OC43/Yamagata.JPN/11.2017_0521_spike	2017-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506938_spike	HCoV_OC43/Yamagata.JPN/11.2017_0634_spike	2017-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506939_spike	HCoV_OC43/Yamagata.JPN/12.2017_0640_spike	2017-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506940_spike	HCoV_OC43/Yamagata.JPN/12.2017_0642_spike	2017-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506941_spike	HCoV_OC43/Yamagata.JPN/12.2017_0751_spike	2017-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506791_spike	HCoV_OC43/Yamagata.JPN/13.2011_0825_spike	2011-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506792_spike	HCoV_OC43/Yamagata.JPN/13.2011_0857_spike	2011-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506808_spike	HCoV_OC43/Yamagata.JPN/13.2012_0719_spike	2012-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506915_spike	HCoV_OC43/Yamagata.JPN/13.2015_0693_spike	2015-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC331080_spike	HCoV_OC43/Yamagata.JPN/14.16_0684_spike	2016-04-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506793_spike	HCoV_OC43/Yamagata.JPN/14.2011_0874_spike	2011-04-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506794_spike	HCoV_OC43/Yamagata.JPN/14.2011_0897_spike	2011-04-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506809_spike	HCoV_OC43/Yamagata.JPN/14.2012_0781_spike	2012-04-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506942_spike	HCoV_OC43/Yamagata.JPN/14.2017_0959_spike	2017-04-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506795_spike	HCoV_OC43/Yamagata.JPN/16.2011_0969_spike	2011-04-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506943_spike	HCoV_OC43/Yamagata.JPN/16.2017_1199_spike	2017-04-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506916_spike	HCoV_OC43/Yamagata.JPN/19.2015_0902_spike	2015-05-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC331089_spike	HCoV_OC43/Yamagata.JPN/20.16_0885_spike	2016-05-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC331081_spike	HCoV_OC43/Yamagata.JPN/20.16_0914_spike	2016-05-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506769_spike	HCoV_OC43/Yamagata.JPN/20.2010_1337_spike	2010-05-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506770_spike	HCoV_OC43/Yamagata.JPN/20.2010_1341_spike	2010-05-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506796_spike	HCoV_OC43/Yamagata.JPN/20.2011_1168_spike	2011-05-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506944_spike	HCoV_OC43/Yamagata.JPN/20.2017_1370_spike	2017-05-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506771_spike	HCoV_OC43/Yamagata.JPN/21.2010_1394_spike	2010-05-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506797_spike	HCoV_OC43/Yamagata.JPN/21.2011_1174_spike	2011-05-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506798_spike	HCoV_OC43/Yamagata.JPN/21.2011_1236_spike	2011-05-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC331082_spike	HCoV_OC43/Yamagata.JPN/22.16_0950_spike	2016-06-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC506799_spike	HCoV_OC43/Yamagata.JPN/22.2011_1255_spike	2011-06-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
LC331083_spike	HCoV_OC43/Yamagata.JPN/23.16_0980_spike	2016-06-XX	Human	Japan	Betacoronavirus_1	oc43	beta	spike
